product_name	allergens	countries_en	nutriscore_grade	energy-kcal_100g	fat_100g	saturated-fat_100g	carbohydrates_100g	sugars_100g	proteins_100g	level_1	level_2	level_3
Mylk + Pink Himalayan Salt		United Kingdom	not-applicable	585.0	46.9	28.0	35.9	22.6	6.5	condiments	salts	groceries
Stone oven baguette	en:gluten	United Kingdom	b	256.0	1.5	0.3	51.0	3.8	8.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Gluten free multi seeds sourdough loaf		United Kingdom	unknown	791.400024414062	5.90000009536743	0.699999988079071	26.1000003814697	4.09999990463257	3.29999995231628	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic Mangoes		United Kingdom	a	131.0	7.5	0.0	15.0	14.0	0.8	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Roasted chickpea +carrot		United Kingdom	b	120.0	3.6	1.3	16.0	8.0	3.6	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Chickpea puff snack sweet & smokin		United Kingdom	c	413.0	16.6	1.6	52.4	4.6	15.7	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Khodary golden dates		United Kingdom	unknown	295.0	0.2	0.1	68.0	68.0	3.3	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Planra by deliciously ella		United Kingdom	d	219.0	18.2	15.9	4.0	1.1	1.5	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Plants		United Kingdom	c	167.0	12.9	11.2	5.7	2.6	1.5	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Hand made naan		United Kingdom	c	247.0	4.8	0.5	44.0	0.7	0.61	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic original raw sauerkraut		United Kingdom	a	18.0	0.0	0.0	1.0	0.0	1.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Pears apricots pineapples ginger		United Kingdom	not-applicable	44.0	0.5	0.0	9.3	9.3	0.5	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Tomato and Mango Salsa		United Kingdom	c	68.0	0.2	0.1	14.0	12.0	1.3	condiments	sauces	groceries
Seedlip Slices x8		United Kingdom	a	308.0	14.2	2.0	29.9	1.1	9.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Pure Grain Bread with Chia Seeds		United Kingdom	a	301.0	15.7	1.81	22.8	0.5	9.18	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Seedful loaf slices		United Kingdom	b	347.0	26.1	2.9	11.0	0.6	9.8	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic hulled millet		United Kingdom	a	364.0	4.0	0.5	71.0	0.5	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Fiber Fix Wraps	en:gluten	United Kingdom	a	256.0	3.2	0.4	54.0	2.1	7.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Roasted Peas Sea Salt & Vinegar	en:gluten	United Kingdom	c	383.0	11.0	1.0	41.0	2.0	19.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Sea salt cruchy chickpeas		United Kingdom	a	358.0	10.7	1.2	45.0	1.7	20.4	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Paprika & Chili Crunchy Peas		United Kingdom	a	378.0	11.0	1.1	40.0	2.7	20.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
superloaf		United Kingdom	a	244.0	6.3	1.0	33.0	1.0	10.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
protein boost		United Kingdom	a	142.0	9.5	1.2	1.4	0.5	12.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Chinese-style Vegetables		United Kingdom	b	80.0	2.2	0.7	13.3	3.8	1.5	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Crunchy - Peanut Butter Original		United Kingdom	c	623.0	50.4	6.0	12.1	7.1	26.6	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
The craft peanut butter		United Kingdom	b	623.0	50.4	6.0	12.1	7.1	26.6	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
ManiLife Deep Roast Smooth Peanut Butter		United Kingdom	d	613.0	49.3	6.5	9.1	6.4	28.9	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Manilife peanut butter		United Kingdom	d	619.0	50.5	6.0	10.1	5.5	26.4	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Rich cocoa smooth peanut butter		United Kingdom	d	626.0	50.7	6.3	13.5	13.2	26.4	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Original Tempeh	en:soybeans	United Kingdom	a	184.0	9.7	1.9	2.0	0.5	19.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Power Tempeh Pieces Curry Flavoured	en:soybeans	United Kingdom	c	368.0	30.0	4.5	3.5	0.89	21.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Sukkary rutab - fresh dates		United Kingdom	c	329.0	0.2	0.0	79.0	62.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Skinny sauce		United Kingdom	unknown	30.0	0.0	0.0	3.0	0.0	0.0	condiments	sauces	groceries
Chocoholic peanuts		United Kingdom	c	515.0	35.0	18.2	44.0	7.75	12.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 Grate	en:nuts	United Kingdom	d	535.3	42.7	8.4	18.7	5.0	20.1	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Scrambled Oggs		United Kingdom	a	139.0	9.7	1.2	6.8	0.2	4.7	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Soup tomato basil passion flower		United Kingdom	a	32.0	1.5	0.4	3.2	2.4	0.8	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Pappardelle with a Wild Mushroom Sauce		United Kingdom	c	202.0	6.8	3.5	29.0	2.5	6.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Mighty Pea Unsweetened M.LK		United Kingdom	a	27.0	1.9	0.3	0.1	0.1	2.4	plant-based-foods-and-beverages	beverages	dairy-substitutes
Mighty m.lkology semi		United Kingdom	a	35.0	2.2	0.3	1.7	1.7	2.0	plant-based-foods-and-beverages	beverages	dairy-substitutes
Mighty MLK		United Kingdom	a	46.0	3.4	0.5	1.9	1.9	2.0	plant-based-foods-and-beverages	beverages	dairy-substitutes
Full mighty m.lk ology		United Kingdom	a	60.0	3.36	0.68	5.4	2.44	2.0	plant-based-foods-and-beverages	beverages	dairy-substitutes
This isn't bacon rashers	en:soybeans	United Kingdom	c	164.0	1.2	0.3	14.0	1.1	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Spicy Beet kraut		United Kingdom	c	29.0	0.1	0.0	4.6	4.5	1.1	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Leon Velvety Hummus		United Kingdom	b	262.0	21.4	3.4	4.3	0.7	8.6	plant-based-foods-and-beverages	plant-based-foods	condiments
Buffalo Cauliflower wings		United Kingdom	b	223.0	12.9	1.1	22.9	4.1	5.7	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Blue plant based cheese		United Kingdom	e	378.0	37.0	30.7	8.5	0.6	2.5	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Bree		United Kingdom	e	298.0	26.5	7.9	12.7	20.6	2.9	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
brown Lentils		United Kingdom	a	149.0	0.8	0.2	20.6	0.67	11.1	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Organic Bagel		United Kingdom	b	297.0	3.6	0.7	59.9	4.5	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Soft white farmhouse gluten free		United Kingdom	b	252.0	5.9	0.5	44.8	5.5	2.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Nacho Cheeze		United Kingdom	a	102.0	5.0	0.4	3.8	2.0	7.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Toasting Waffle		United Kingdom	e	460.0	26.9	8.1	49.2	29.9	8.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Organic cashew milk		United Kingdom	unknown	44.0	3.9	0.8	1.3	1.3		plant-based-foods-and-beverages	beverages	dairy-substitutes
Original Plant Based Drink		United Kingdom	a	30.0	0.8	0.5	2.6	2.6	3.4	plant-based-foods-and-beverages	beverages	dairy-substitutes
Queen Black Beans		United Kingdom	a	81.0	0.5	0.5	11.7	0.3	5.3	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Ready Rolled light Puff Pastry	en:gluten	United States	c	376.0	15.0	6.9	51.0	2.3	8.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Chargrilled mixed peppers		United Kingdom	c	79.0	4.1	0.4	8.9	7.8	0.6	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Asda Chinese Style Salt & Pepper Peanuts		United Kingdom	d	558.0	39.0	4.7	25.0	9.2	23.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Spicy Kimchi Noodles		United Kingdom	a	101.0	2.0	0.2	12.2	2.5	7.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Nuts Fruit & Chocolate		United Kingdom	d	556.0	40.0	6.2	27.0	25.0	18.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Pret a Mango		United Kingdom	c	339.0	12.0	0.4	77.0	50.0	2.1	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Overherd Oat Drink Powder		United Kingdom	d	441.0	17.0	14.0	62.0	14.0	4.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bart Red Thai Curry Paste		United Kingdom	c	148.0	10.39999961853	0.69999998807907	8.3999996185303	4.1999998092651	1.8999999761581	condiments	sauces	groceries
Bake at home white Baguette Aldi		United Kingdom	a	292.0	1.1	0.2	59.7	4.1	8.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sliced Malt Loaf	en:gluten	United Kingdom	b	300.0	3.0	0.5	58.2	20.9	8.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Soreen Mini Loaves		United Kingdom	c	330.0	4.3333333333333	1.3333333333333	62.666666666667	19.666666666667	8.6666666666667	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Steak herb and spice blend		United Kingdom	not-applicable	306.0	8.6	1.0	35.3	7.8	12.2	plant-based-foods-and-beverages	plant-based-foods	condiments
Multiseed & Cereal Baguettes	en:gluten	United Kingdom	a	261.0	3.6	0.4	46.2	2.4	9.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sourdough bagels		United Kingdom	a	277.0	3.05	0.38	49.4	6.24	10.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sourdough Baguettes		United Kingdom	b	252.0	0.9	0.23	52.0	2.6	8.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
McCloskey's Cottage Brown		United Kingdom	a	237.0	3.5	1.2	42.8	2.4	8.6	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Granary bloomer		United Kingdom	a	233.0	2.89	0.89	42.51	2.72	8.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Punhead oatmeal		United States	c	370.0	5.75	1.0	65.0	1.0	0.025	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Irish Oats		United Kingdom	unknown	371.0	5.8	1.0	64.0	0.9	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Peanut butter		United Kingdom	c	630.0	51.0	7.0	13.0	5.5	27.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Dried Blueberries		United Kingdom	c	326.0	2.1	0.3	69.0	55.0	1.7	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Good ness of both	en:gluten,en:soybeans	United Kingdom	a	233.0	1.7	0.41	43.7	2.7	9.2	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Dark chocolate & orange coated rice cakes		United Kingdom	d	483.0	23.0	14.0	61.0	27.0	6.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Beetroot houmous		United Kingdom	b	299.0	25.0	2.5	8.7	1.9	6.5	plant-based-foods-and-beverages	plant-based-foods	condiments
Carrot wraps		United Kingdom	a	295.0	5.5	1.9	50.0	4.2	9.8	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Vegetables stir fry		United Kingdom	unknown	32.0	0.5	0.100000001490116	5.19999980926514	3.20000004768372	1.10000002384186	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
The Well-Bread Loaf Plain Bagel		United States	a	267.85714285714	1.7857142857143	0.0	53.571428571429	5.3571428571429	10.714285714286	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Greek fava beans		United States	a	341.0	1.33	0.27	58.0	6.0	26.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Greek small lentils		United States	unknown	366.0	0.0	0.0	65.62		21.25	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Greek giant beans from small family farms		United States	a	269.0	1.39	0.0	61.11	3.33	19.44	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Greek medium beans		United States	a	311.0	1.39	0.0	61.11	3.33	19.44	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Peanut Butter with Raw Cocoa & Sea Salt		United Kingdom	d	595.0	47.0	9.8	6.7	5.6	30.7	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Whole Wheat Elbow Rigate		United States	a	338.0	1.96	0.54	64.29	3.04	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 Natural Sundried		United States		275.0	0.0	0.0	62.5	55.0	2.5	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Macedonian Tahini		United Kingdom	d	673.0	60.3	23.7	3.6	1.4	25.3	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Laurel- laurus noblis l		United States		0.0	0.0		0.0		0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Esti Plant-Based Tzatziki		United Kingdom	d	330.0	32.0	3.6	7.6	0.0	2.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 Creamy Puree Of Roasted Sesame Seeds		United States	d	714.0	64.29	8.93	10.71	0.0	17.86	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Mature Grated		United Kingdom	e	298.0	24.0	22.0	21.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Smoky cheddar flavour		United Kingdom	e	302.0	24.0	22.0	20.0	0.2	1.3	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Tex-med flavour grated		United Kingdom	e	329.0	25.0	23.0	25.0	2.8	0.8	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Mozzarella flavour Slices		United Kingdom	e	328.0	26.0	24.0	23.0	0.0	0.4	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Mild cheddar flovour slices		United Kingdom	e	252.0	20.0	18.0	18.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	dairy-substitutes
Lebanon Zaatar Thyme Seasoning		United States	b	0.0	0.0	0.0	0.0	0.0	0.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Rice cakes lightly salted		United States	b	364.28571428571	2.8571428571429	0.71428571428571	75.714285714286	1.4285714285714	7.1428571428571	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Crunchy salted peanut butter		United States	d	593.75	50.0	7.8125	21.875	6.25	25.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Tea bread		United Kingdom	b	305.36	2.39	0.66	65.55	1.75	9.71	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 organic orecchiette		United States	a	364.0	1.82	0.0	74.55	1.82	12.73	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Low fat white loaf bread		United States	a	209.0	1.49	0.0	43.28	0.0	4.48	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Ready to bake 6 petits pains		United Kingdom	unknown	260.0	1.0	0.2	53.9	2.5	7.1	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Quinoa & Chia Seed Wrap with Teff Seeds & Flax Seeds		United Kingdom	b	251.0	5.8	1.36	36.5	5.3	7.6	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bfree Demi Baguette 2 Pack 220G		United States	b	257.0	2.2	0.5	51.6	3.3	4.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bfree 2 Triple Seed Demi Baguette 252G		United States	b	285.0	8.7	1.2	41.6	3.8	6.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
BFree Naan Breads		United Kingdom	b	285.0	7.2	0.8	46.0	2.9	4.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
The happy pear Happy hummus		United Kingdom	c	260.0	18.99	2.1	12.8	1.1	7.5	plant-based-foods-and-beverages	plant-based-foods	condiments
Gluten free Soft white bread		United Kingdom	c	184.0	2.6	0.3	28.6	0.8	1.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Promise chia and quinoa loaf		United Kingdom	c	206.0	6.0	0.5	25.799999237061	1.1000000238419	4.1999998092651	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Multi seeded rolls		United Kingdom	a	197.0	1.4	0.2	34.4	1.9	5.6	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Everyday Clementines		United Kingdom	a	21.0	0.0	0.0	7.1	6.6	0.8	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 black eye beans		United States	a	341.0	1.55	0.52	62.37	2.06	21.65	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 partridge eye lentils		United States	a	353.0	1.04	0.1	59.9	2.08	26.04	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
corona cero		United Kingdom	b	17.0	0.0	0.0	3.9	0.7	0.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
My CUPPA		United Kingdom	e	60.0	4.3	0.6	2.0	1.9	2.1	plant-based-foods-and-beverages	beverages	dairy-substitutes
Raspberry and Cranberry yogurt		United Kingdom	b	76.0	1.9	0.3	9.7	9.5	3.6	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Greek Style Coconut		United Kingdom	c	106.0	8.1	7.8	6.0	0.5	0.8	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Alpro yoghurt		United Kingdom	a	68.0	1.9	0.3	7.4	7.4	3.5	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Tricolore vegetable fries		United Kingdom	a	7.0	52.0	0.6	14.0	7.3	1.7	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Pure & Natural Maple Syrup		United States	d	333.0	0.0	0.0	88.33	88.33	0.0	sweeteners	syrups	simple-syrups
Summer Berry mix		United Kingdom	unknown	42.0	0.5	0.1	5.9	5.3	1.1	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 Belgian Fruit & Lingonberry Syrup		United States		320.0	0.0		80.0	72.0	0.0	sweeteners	syrups	simple-syrups
Pita Bread- Multigrain		United States	a	243.24324324324	6.7567567567568	0.0	43.243243243243	2.7027027027027	8.1081081081081	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Sunpat peanut butter		United Kingdom	d	596.0	46.0	9.9	12.0	6.9	28.0	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Peanut Butter &Co		United States	d	562.5	40.625	9.375	34.375	21.875	18.75	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Nordic Oat & Barley Drink		United Kingdom	b	51.0	1.4	0.2	8.1	3.6	1.2	plant-based-foods-and-beverages	beverages	dairy-substitutes
Dressing + dip		United States	e	607.0	67.86	10.71	3.57	3.57	3.57	condiments	sauces	groceries
smooth organic peanut butter		United Kingdom	d	628.0	51.2	13.7	13.7	5.2	25.6	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
simply classic trail mix	en:gluten,en:milk,en:nuts,en:peanuts,en:soybeans	United States	d	500.0	33.3	5.95	47.6	31.0	14.3	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Tahini with Honey		United Kingdom	unknown	592.0	42.4	6.3	33.2	16.4	16.9	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Orzo Traditional Pasta		United States	a	324.0	5.88	2.94	58.82	5.88	11.76	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Classic Peanut Butter Spread		United States	e	656.25	56.25	10.9375	18.75	6.25	21.875	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
No Stir Creamy Organic Peanut Butter Spread		United States	d	593.75	50.0	12.5	21.875	6.25	21.875	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
Champignon with bay bolete		United States	a	58.333333333333	1.6666666666667	0.0	8.3333333333333	6.6666666666667	1.6666666666667	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Raspberry Lime-Tree		United States	d	311.0	0.5	0.1	77.0	77.0	0.5	sweeteners	syrups	simple-syrups
Cherry flavored syrup	en:gluten	United States		333.0	0.0			80.0	0.0	sweeteners	syrups	simple-syrups
Herbapol raspberry syrup		United Kingdom	unknown	316.0	0.0	0.0	79.0	7.0	0.0	sweeteners	syrups	simple-syrups
Coconut strawberry		United Kingdom	b	95.0	4.4	4.2	13.1	7.0	0.7	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Peach and passion fruit		United Kingdom	b	94.0	4.4	4.2	12.8	7.0	0.7	plant-based-foods-and-beverages	fermented-foods	dairy-substitutes
Wloszczyzna suszona		United Kingdom	b	323.0	1.7	0.5	57.0	33.0	8.3	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Roasted Onion		United Kingdom	e	584.0	43.0	21.0	41.0	8.0	6.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Chicory Cup		United Kingdom	a	327.0	0.0	0.0	68.0	11.0	4.1	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 german style mustard		United States	d	167.0	6.67	1.33	20.0	20.0	6.67	condiments	sauces	groceries
Organic Sauerkraut with Carrot		United Kingdom	c	11.0	0.1	0.0	2.4	0.2	0.7	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Marinated garlic		United Kingdom	a	114.0	0.5	0.1	23.0	3.6	39.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Galettes de riz avec des graines de tournesol		United States	a	425.5319	0.0	0.0	85.1064	0.0	10.6383	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Instant oat flakes		United States	a	375.0	7.5	1.25	70.0	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Soba Chili		United Kingdom	d	212.0	9.3	4.4	27.4	6.3	4.8	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
green grapes		United States	c	25.833333333333	0.125	0.041666666666667	6.6666666666667	6.25	0.25	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Medium Peri-Peri Seasoning		United Kingdom	not-applicable	323.0	4.0	0.6	61.0	18.0	7.1	plant-based-foods-and-beverages	plant-based-foods	condiments
Sriracha Chilli		United Kingdom	not-applicable	241.0	4.0	0.6	40.4	32.0	6.0	plant-based-foods-and-beverages	plant-based-foods	condiments
Milled egusi		United States		560.0	49.0		14.0		28.0	plant-based-foods-and-beverages	plant-based-foods	condiments
 garden combo	en:celery	United States	b	70.0	1.95	0.0	10.16	7.03	1.56	condiments	sauces	groceries
 raisins, dates & walnuts		United States	d	378.0	6.76	1.35	72.97	35.14	8.11	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Boil-in-bag long grain brown rice		United States	a	357.0	3.57	0.0	76.19	0.0	7.14	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 unsweetened		United States	a	375.0	31.25	2.5	12.5	0.0	12.5	plant-based-foods-and-beverages	beverages	dairy-substitutes
 original brown sugar & bacon		United States	a	115.0	0.77	0.0	23.08	8.46	4.62	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 country style		United States	b	123.0	0.77	0.0	24.62	10.77	5.38	plant-based-foods-and-beverages	plant-based-foods	legumes-and-their-products
 cilantro and green chilies		United States	b	25.0	0.0	0.0	4.96	2.48	0.83	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 mexican style		United States	a	28.0	0.0	0.0	6.5	4.88	0.81	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
 celery and green peppers		United States	a	24.0	0.0	0.0	5.69	4.07	0.81	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Diced tomatoes with roasted garlic and onion		United States	a	25.0	0.0	0.0	5.79	4.13	0.83	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Italian Style Crushed Tomatoes In Heavy Puree		United States	a	33.0	0.0	0.0	6.56	3.28	1.64	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Crushed tomatoes in heavy puree		United States	a	33.0	0.0	0.0	6.56	3.28	1.64	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
Original quick oats		United States	a	375.0	6.25	1.25	70.0	0.0	12.5	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 strawberries & cream		United States	d	371.0	5.71	1.43	77.14	34.29	8.57	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Enriched precooked instant rice		United States	b	370.0	0.0	0.0	81.48	0.0	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 long grain white rice		United States	b	370.0	0.0	0.0	81.48	0.0	7.41	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
 frozen leaf		United States	a	37.0	0.0	0.0	3.7	1.23	2.47	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
High Fiber Egg Noodles		United States	a	368.0	5.26	1.75	78.95	0.0	7.02	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
riz rond		United States	b	349.0	1.0	0.2	78.0	0.1	6.6	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Vermicelles de Chine en Riz		United States	c	308.0	0.76	0.0	73.84	0.0	1.54	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Seasame Breadsticks		United States	b	425.0	9.6	3.8	73.8	10.3	10.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Plain Breadsticks		United States	c	435.0	11.0	4.5	74.7	6.3	11.0	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Bran Bread Sticks		United States	c	404.0	6.5	2.5	74.0	0.6	12.4	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Black Seeds Breadsticks		United States	b	424.0	8.6	3.8	75.0	5.6	11.7	plant-based-foods-and-beverages	plant-based-foods	cereals-and-potatoes
Frozen Artichoke		United States	a	56.0	0.0	0.0	12.0	0.0	2.0	plant-based-foods-and-beverages	plant-based-foods	fruits-and-vegetables-based-foods
